date,value
2022-09-14,98.54100370386749
2022-09-15,81.06572586242379
2022-09-16,82.37826049176054
2022-09-17,70.46119536085665
2022-09-18,74.16938575895345
2022-09-19,74.73514968987149
2022-09-20,85.21967190303018
2022-09-21,78.3293700441226
2022-09-22,87.63659875851043
2022-09-23,73.03627201962124
2022-09-24,64.38281321515203
2022-09-25,65.68280751042442
2022-09-26,50.16943844229814
2022-09-27,64.95211746623892
2022-09-28,69.81423312398086
2022-09-29,66.10012198138728
2022-09-30,61.19613202829825
2022-10-01,60.394035183265295
2022-10-02,64.38094713877177
2022-10-03,50.64222873525691
2022-10-04,62.86701205172446
2022-10-05,55.432242034666494
2022-10-06,60.98563931583115
2022-10-07,58.7717986615162
2022-10-08,57.38242823110084
2022-10-09,39.46195181444243
2022-10-10,47.12249209043286
2022-10-11,44.933974649669956
2022-10-12,62.64031416739314
2022-10-13,70.09169304182308
2022-10-14,63.7071049288422
2022-10-15,73.4028298190125
2022-10-16,61.405902644519465
2022-10-17,58.32640758183584
2022-10-18,67.52350728882054
2022-10-19,65.50474727289871
2022-10-20,65.3099405924217
2022-10-21,61.25013991135817
2022-10-22,66.7095639127432
2022-10-23,52.98531150710615
2022-10-24,69.28902153990495
2022-10-25,60.59783539307039
2022-10-26,72.61855108186609
2022-10-27,56.68207597912108
2022-10-28,71.47763126079717
2022-10-29,55.42469450465963
2022-10-30,58.27551246243215
2022-10-31,48.946327042400554
2022-11-01,73.34018481145279
2022-11-02,59.938046773052506
2022-11-03,52.170936823176696
2022-11-04,62.04753556187541
2022-11-05,43.56868794351912
2022-11-06,50.38448463713034
2022-11-07,66.13031900631107
2022-11-08,65.97642543814419
2022-11-09,71.15742431259133
2022-11-10,62.351156668702856
2022-11-11,61.365621559139655
2022-11-12,58.378956198848606
2022-11-13,59.369085059601225
2022-11-14,66.48369955789182
2022-11-15,66.27114158481551
2022-11-16,70.58158740722166
2022-11-17,53.91604898392662
2022-11-18,60.056973198937875
2022-11-19,68.77914665160873
2022-11-20,53.24495097074656
2022-11-21,57.878396271172605
2022-11-22,64.05142654039203
2022-11-23,68.32488876057006
2022-11-24,53.50643665614249
2022-11-25,53.66626796900213
2022-11-26,63.09752430300513
2022-11-27,68.8223622167912
2022-11-28,78.05892191200273
2022-11-29,50.026075727531406
2022-11-30,72.60034675488808
2022-12-01,52.4636519014333
2022-12-02,66.18258021289385
2022-12-03,59.53108694652555
2022-12-04,59.364451766049555
2022-12-05,50.97002568649125
2022-12-06,67.2873994680694
2022-12-07,57.07882881022964
2022-12-08,60.49339075856176
2022-12-09,63.89843492942258
2022-12-10,54.16091205747943
2022-12-11,57.76774683387954
2022-12-12,61.42175798246361
2022-12-13,64.56318688970808
2022-12-14,70.26374741148476
2022-12-15,53.82497859646985
2022-12-16,59.47573939470611
2022-12-17,55.05133526378469
2022-12-18,50.98293993940455
2022-12-19,48.10764060816511
2022-12-20,48.84193850298272
2022-12-21,59.355330645386324
2022-12-22,58.24643872118291
2022-12-23,61.48195154597468
2022-12-24,60.2232973207134
2022-12-25,55.42615854598896
2022-12-26,57.35598477073765
2022-12-27,61.61284536472826
2022-12-28,58.47564030967234
2022-12-29,61.72010888890455
2022-12-30,56.88611499103183
2022-12-31,60.67785573098652
2023-01-01,60.65939873746611
2023-01-02,57.31954408721968
2023-01-03,65.1342037775304
2023-01-04,66.92919830545927
2023-01-05,70.8999068886042
2023-01-06,65.01370597766179
2023-01-07,61.21189130208039
2023-01-08,63.88087428713532
2023-01-09,51.04169049060657
2023-01-10,68.12790580622095
2023-01-11,62.05702586394986
2023-01-12,52.069855467068344
2023-01-13,56.73789823130163
2023-01-14,59.974988676889296
2023-01-15,50.56774021105699
2023-01-16,42.17072362701563
2023-01-17,59.23859522204545
2023-01-18,59.53291147594368
2023-01-19,52.797194685785
2023-01-20,59.67892431672473
2023-01-21,64.21229552147884
2023-01-22,40.40155288561705
2023-01-23,54.01171193222284
2023-01-24,58.17687819384879
2023-01-25,52.59523408546565
2023-01-26,57.619569047576846
2023-01-27,56.52597984694409
2023-01-28,53.43852685518585
2023-01-29,27.350887533887448
2023-01-30,54.22746099170078
2023-01-31,54.17253649036935
2023-02-01,68.70227123058987
2023-02-02,65.84354091307955
2023-02-03,59.832080083585666
2023-02-04,62.32553625690134
2023-02-05,44.34929565406774
2023-02-06,63.195934141613
2023-02-07,60.722710826494904
2023-02-08,68.09273552457489
2023-02-09,46.17882334923667
2023-02-10,48.860186537842665
2023-02-11,69.6384012632703
2023-02-12,55.17928148277993
2023-02-13,54.942254917342815
2023-02-14,60.807020994819446
2023-02-15,46.48023626591993
2023-02-16,48.75587592382325
2023-02-17,67.17914506430043
2023-02-18,62.90927707002993
2023-02-19,61.736334417203174
2023-02-20,47.5038006048717
2023-02-21,69.05083277037323
2023-02-22,51.618140862911815
2023-02-23,57.569218988566845
2023-02-24,49.424713024409435
2023-02-25,58.15047292010555
2023-02-26,63.95511935656256
2023-02-27,64.43405193702453
2023-02-28,58.86647591055021
2023-03-01,60.97942652050996
2023-03-02,68.3574935541603
2023-03-03,65.10948694343797
2023-03-04,73.97077168548168
2023-03-05,56.98934766488927
2023-03-06,50.24886005190933
2023-03-07,57.29598238261443
2023-03-08,52.01923918777711
2023-03-09,62.684700995495824
2023-03-10,58.388319070138515
2023-03-11,69.968350022062
2023-03-12,45.93651061257626
2023-03-13,49.68157879085105
2023-03-14,57.88693492959132
2023-03-15,67.12077801624044
2023-03-16,55.804008964284776
2023-03-17,54.87328464711627
2023-03-18,60.93431316341495
2023-03-19,58.455147509918206
2023-03-20,51.94313164467392
2023-03-21,62.05964196292504
2023-03-22,50.04982394471156
2023-03-23,50.3666754432002
2023-03-24,58.87166833666307
2023-03-25,57.76420096990478
2023-03-26,52.04503116019178
2023-03-27,52.98469436423145
2023-03-28,51.15582341058254
2023-03-29,50.23815684185993
2023-03-30,60.964137083416695
2023-03-31,57.47398654450179
2023-04-01,53.90848906874009
2023-04-02,59.56726971629041
2023-04-03,47.05268618362823
2023-04-04,58.41529380732748
2023-04-05,52.09000638251044
2023-04-06,57.6854459580197
2023-04-07,57.967519137196696
2023-04-08,55.83906817823484
2023-04-09,58.234676341696435
2023-04-10,57.60640203961053
2023-04-11,52.384208226295954
2023-04-12,53.06364173122539
2023-04-13,49.99666733153551
2023-04-14,53.4318763888327
2023-04-15,57.20924384301244
2023-04-16,51.22290012618076
2023-04-17,46.53171041362451
2023-04-18,51.139571727442146
2023-04-19,54.21911602998076
2023-04-20,47.12553956570262
2023-04-21,42.36839460251101
2023-04-22,41.21973558093228
2023-04-23,40.442624047589845
2023-04-24,41.43034821329829
2023-04-25,40.95864549087479
2023-04-26,45.4270294612779
2023-04-27,64.19924354436664
2023-04-28,74.8602614900618
2023-04-29,67.68137486102037
2023-04-30,52.02533012211358
2023-05-01,56.1865893478573
2023-05-02,52.84168582335084
2023-05-03,64.66880606509007
2023-05-04,74.95988214215824
2023-05-05,49.10742429821025
2023-05-06,54.86575662110588
2023-05-07,62.257719536212235
2023-05-08,52.97952520468112
2023-05-09,63.52070502779624
2023-05-10,52.111397029786495
2023-05-11,49.38356604739833
2023-05-12,60.83805631420689
2023-05-13,69.92309626392901
2023-05-14,58.16974122331587
2023-05-15,58.40496067378511
2023-05-16,76.6537141650277
2023-05-17,90.65129852559278
2023-05-18,65.1921886529873
2023-05-19,68.4068657435698
2023-05-20,66.54708718685316
2023-05-21,65.03663604853566
2023-05-22,57.07843051485153
2023-05-23,76.8556513377084
2023-05-24,84.27030241400051
2023-05-25,62.81509298070674
2023-05-26,69.4102770739682
2023-05-27,65.23385598469798
2023-05-28,74.89983239822648
2023-05-29,69.4212783682379
2023-05-30,77.5730445841172
2023-05-31,61.20038752013564
2023-06-01,53.1371382262686
2023-06-02,62.929455655838424
2023-06-03,77.75231206674582
2023-06-04,57.74135297082944
2023-06-05,64.58461606625447
2023-06-06,89.8723146075837
2023-06-07,81.2619418562514
2023-06-08,68.99176780853286
2023-06-09,84.5016428264284
2023-06-10,63.128832314657174
2023-06-11,64.10423709604099
2023-06-12,60.24331039749778
2023-06-13,64.60989151251307
2023-06-14,58.00370897347105
2023-06-15,54.14828363016101
2023-06-16,59.4796039605874
2023-06-17,55.2911993756116
2023-06-18,57.82374001777654
2023-06-19,55.49333623095504
2023-06-20,59.18416639466427
2023-06-21,45.30923498333284
2023-06-22,66.02053808801313
2023-06-23,65.1347142030524
2023-06-24,50.09549805909658
2023-06-25,55.227951554731014
2023-06-26,45.11832625543471
2023-06-27,46.228952644910436
2023-06-28,42.65805958817591
2023-06-29,41.50993011189608
2023-06-30,40.301356084880055
2023-07-01,40.424735692373915
2023-07-02,40.657305106632805
2023-07-03,40.646063204070614
2023-07-04,42.06308859443362
2023-07-05,44.58948492764752
2023-07-06,41.41894024458534
2023-07-07,51.81968353078895
2023-07-08,52.340772651965175
2023-07-09,51.91899765131069
2023-07-10,52.32475123680934
2023-07-11,57.17514928727116
2023-07-12,49.763973304321354
2023-07-13,55.07486077463105
2023-07-14,55.03074838344284
2023-07-15,63.46803075856505
2023-07-16,57.75079115781806
2023-07-17,55.4991517161252
2023-07-18,65.99116819339324
2023-07-19,64.60545058960875
2023-07-20,62.663554834825554
2023-07-21,59.096321548629625
2023-07-22,59.951450641943374
2023-07-23,70.5477789355688
2023-07-24,54.1727986286071
2023-07-25,63.83960302775043
2023-07-26,88.19357900371834
2023-07-27,78.00581291615465
2023-07-28,65.01575420086758
2023-07-29,68.6792870909671
2023-07-30,65.17472059065534
2023-07-31,53.98379081503877
2023-08-01,80.06384898418509
2023-08-02,65.73327799765565
2023-08-03,63.27428184743011
2023-08-04,65.06847738125013
2023-08-05,74.9229153955858
2023-08-06,63.21635956696952
2023-08-07,62.976433126398284
2023-08-08,83.21696883972956
2023-08-09,67.37932406696095
2023-08-10,85.58534437822763
2023-08-11,65.86080998633292
2023-08-12,62.61848379592857
2023-08-13,90.42976229937682
2023-08-14,67.78868969595987
2023-08-15,80.95103222320427
2023-08-16,89.16215325409195
2023-08-17,86.26725115030098
2023-08-18,55.72504380978926
2023-08-19,73.78596217074139
2023-08-20,60.626800864367425
2023-08-21,63.21479449692816
2023-08-22,76.82059882823403
2023-08-23,74.2796108542111
2023-08-24,72.10966958090486
2023-08-25,89.4921282846746
2023-08-26,94.16283782378437
2023-08-27,77.78615064772366
2023-08-28,66.83348106308176
2023-08-29,94.08715936263536
2023-08-30,89.5202705406522
2023-08-31,104.2732291525522
2023-09-01,85.57681415679826
2023-09-02,103.12805966209314
2023-09-03,92.88731474675865
2023-09-04,78.89469151009759
2023-09-05,105.96915220578182
2023-09-06,107.35678058291637
2023-09-07,99.58222610946136
2023-09-08,106.57915734110878
2023-09-09,66.39330978880918
2023-09-10,65.52103161378471
2023-09-11,62.84547736545946
2023-09-12,97.20008787315334
2023-09-13,81.63912488831264
2023-09-14,73.37184198753657
2023-09-15,80.0273560193348
2023-09-16,84.56958585838655
2023-09-17,75.34892275254062
2023-09-18,61.89194534559288
2023-09-19,93.12448307098568
2023-09-20,72.13943149047542
2023-09-21,69.63876797051404
2023-09-22,68.87222713555927
2023-09-23,70.72667590338503
2023-09-24,71.65513608054783
2023-09-25,57.951170263875305
2023-09-26,63.38285213726093
2023-09-27,65.04088813037589
2023-09-28,59.87034469461631
2023-09-29,47.27610014773841
2023-09-30,55.03248630174498
2023-10-01,73.77570210179341
2023-10-02,82.61092487583548
2023-10-03,84.6829669851022
2023-10-04,80.78899449165056
2023-10-05,79.536230207855
2023-10-06,61.04151053832761
2023-10-07,78.47771621138736
2023-10-08,62.78806585215696
2023-10-09,74.6507945642158
2023-10-10,92.56558767288728
2023-10-11,102.79316022466708
2023-10-12,98.82244513343883
2023-10-13,91.39055567252382
2023-10-14,72.38920520203926
2023-10-15,83.93440678544802
2023-10-16,80.63226750510584
2023-10-17,91.44194208143904
2023-10-18,76.62073635799693
2023-10-19,72.46223022166562
2023-10-20,73.31211688556766
2023-10-21,78.2794374679683
2023-10-22,70.75382435830784
2023-10-23,87.71140852826483
2023-10-24,72.32942612393848
2023-10-25,87.67696438774689
2023-10-26,75.88850646944582
2023-10-27,55.476241288324175
2023-10-28,84.09495909445388
2023-10-29,89.55406999929218
2023-10-30,57.11837954840101
2023-10-31,87.26802136612393
2023-11-01,71.26458758540451
2023-11-02,71.0195641438189
2023-11-03,56.33543760390864
2023-11-04,72.99422961919362
2023-11-05,64.25509043601875
2023-11-06,60.922935950508304
2023-11-07,65.46637057924558
2023-11-08,75.73095537782746
2023-11-09,76.62176246789608
2023-11-10,81.60729653476972
2023-11-11,68.69306650577936
2023-11-12,95.74022156101255
2023-11-13,83.08939054685192
2023-11-14,82.29408008043612
2023-11-15,87.20590619973858
2023-11-16,85.26018412809428
2023-11-17,77.35613600699197
2023-11-18,72.29389098805858
2023-11-19,87.37727687474687
2023-11-20,78.33765049137459
2023-11-21,79.69115268053471
2023-11-22,85.98118495636595
2023-11-23,82.31508394363854
2023-11-24,83.54070491572831
2023-11-25,82.42407758401357
2023-11-26,79.6723472134276
2023-11-27,84.05776733032866
2023-11-28,86.06920610924054
2023-11-29,93.01636583518523
2023-11-30,83.5255218918139
2023-12-01,85.56590650124214
2023-12-02,85.895966139633
2023-12-03,77.79226838240135
2023-12-04,89.93461956542428
2023-12-05,69.10579069458687
2023-12-06,94.1784393081639
2023-12-07,95.56858705883832
2023-12-08,81.01434316863612
2023-12-09,88.41917625238949
2023-12-10,77.43136745327044
2023-12-11,68.02334832931983
2023-12-12,94.08232535925418
2023-12-13,89.96342883335768
2023-12-14,77.20290017469716
2023-12-15,69.51714233642694
2023-12-16,69.55452991882686
2023-12-17,67.23335346292804
2023-12-18,65.38573606037856
2023-12-19,79.59186936634646
2023-12-20,66.84113202820028
2023-12-21,68.21075007583543
2023-12-22,69.9764783303497
2023-12-23,80.57506341488302
2023-12-24,78.69170312970793
2023-12-25,71.4230114585199
2023-12-26,81.75503476334606
2023-12-27,68.76865789174343
2023-12-28,79.69494971968221
2023-12-29,74.17950216241977
2023-12-30,71.14133420149965
2023-12-31,67.72846387195744
2024-01-01,70.198193263857
2024-01-02,57.63862484278861
2024-01-03,55.229485379401076
2024-01-04,74.83024173010205
2024-01-05,81.662678574852
2024-01-06,86.68301718552546
2024-01-07,67.37334617693904
2024-01-08,77.65760589565903
2024-01-09,77.10392339005952
2024-01-10,68.19730550735113
2024-01-11,53.724451616508595
2024-01-12,58.41087532359207
2024-01-13,70.86796979691991
2024-01-14,60.54611392757675
2024-01-15,59.38073255129127
2024-01-16,69.6658047160627
2024-01-17,72.31227349927501
2024-01-18,67.13932813406937
2024-01-19,60.74178746829758
2024-01-20,75.612842586075
2024-01-21,60.535376918408716
2024-01-22,57.0673942096099
2024-01-23,70.06382187834514
2024-01-24,69.81524821417513
2024-01-25,63.10560108049557
2024-01-26,54.3068194786988
2024-01-27,81.11344205335065
2024-01-28,79.33785206791495
2024-01-29,53.97648263899238
2024-01-30,69.99961346528372
2024-01-31,60.753280194318464
2024-02-01,65.067883083878
2024-02-02,69.08654823091793
2024-02-03,69.79772816449866
2024-02-04,53.994591585877984
2024-02-05,59.466875625743
2024-02-06,74.0576059578128
2024-02-07,70.39921722395378
2024-02-08,75.60292845887767
2024-02-09,63.7940810677781
2024-02-10,73.85900948124497
2024-02-11,69.26392410146417
2024-02-12,60.1773392855767
2024-02-13,70.92936200382672
2024-02-14,74.28549711838365
2024-02-15,68.58439212179839
2024-02-16,80.7675553928235
2024-02-17,77.08994013593842
2024-02-18,68.05076495429063
2024-02-19,52.931756962352075
2024-02-20,69.58022301905584
2024-02-21,73.19397935349582
2024-02-22,66.64059904169471
2024-02-23,55.609213302008214
2024-02-24,69.7014262256418
2024-02-25,67.6109074463652
2024-02-26,58.684141898115755
2024-02-27,68.49268183202467
2024-02-28,73.18932963333525
2024-02-29,73.256970495574
2024-03-01,80.1534265652551
2024-03-02,84.66301702623242
2024-03-03,68.94651030127588
2024-03-04,58.052519883435366
2024-03-05,68.23200455534061
2024-03-06,61.60651924976576
2024-03-07,74.47672599186109
2024-03-08,65.47213483668509
2024-03-09,76.25138514031549
2024-03-10,89.86950151127337
2024-03-11,72.78894543048875
2024-03-12,74.67478702233646
2024-03-13,65.29156185477274
2024-03-14,66.438772323806
2024-03-15,59.301516230955244
2024-03-16,65.66331538286202
2024-03-17,66.77194164316941
2024-03-18,58.95413177638131
2024-03-19,70.16123771692637
2024-03-20,64.22156835325437
2024-03-21,60.39232895988213
2024-03-22,59.87884144936527
2024-03-23,60.760644384078724
2024-03-24,60.22579435265839
2024-03-25,55.99107837560489
2024-03-26,61.91362906025299
2024-03-27,61.946421047376916
2024-03-28,67.39317222893436
2024-03-29,59.90431612733049
2024-03-30,61.958334561045426
2024-03-31,70.88568159726555
2024-04-01,73.598152
2024-04-02,60.158012570059114
2024-04-03,63.69219091785505
2024-04-04,60.21391099555665
2024-04-05,58.35304888464795
2024-04-06,55.02463833315008
2024-04-07,61.040820177941896
2024-04-08,50.67767708386745
2024-04-09,44.88206298259226
2024-04-10,45.427654431363685
2024-04-11,43.577302586811165
2024-04-12,45.319080368348274
2024-04-13,45.43345758282619
2024-04-14,52.9845201427163
2024-04-15,62.075671904760675
2024-04-16,59.360829288955266
2024-04-17,62.56699864630036
2024-04-18,61.1263123638804
2024-04-19,59.07984655992258
2024-04-20,57.25844205593725
2024-04-21,63.15191264307076
2024-04-22,57.12559192812046
2024-04-23,62.344753354295484
2024-04-24,51.050713178381464
2024-04-25,68.68122480962603
2024-04-26,60.347407066857805
2024-04-27,58.54462878769425
2024-04-28,65.01871367950127
2024-04-29,61.29107038578008
2024-04-30,63.64730155965973
2024-05-01,65.40877799143239
2024-05-02,51.449130209572054
2024-05-03,68.78269290903465
2024-05-04,66.16321734271293
2024-05-05,65.94287980068337
2024-05-06,71.11357622415872
2024-05-07,68.51194019436656
2024-05-08,78.04748264509048
2024-05-09,85.7396222031554
2024-05-10,75.19410490993229
2024-05-11,72.77628158866962
2024-05-12,62.43108779624403
2024-05-13,68.78439505677251
2024-05-14,72.08114935735745
